ID,Suhu,Kelembaban,CO2 (MQ135),Status,Timestamp,Suhu_noisy,Kelembaban_noisy,CO2 (MQ135)_noisy,kategori,threshold_version,labeled_at,used_noisy_values
9uxqTp8RQQNsJq3GFngy,24.0,59.0,126.0,NORMAL,2025-10-21T13:54:45.000Z,24.477153271524077,58.0514683919346,350.0,Normal,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
xb8tEn3xj8SnTsMlLWBJ,26.0,62.0,344.0,OK,2025-11-07T03:55:20.000Z,26.11300614273185,63.07402659886654,350.5071741789084,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
SXym15f1C4uWWv19GUzA,24.2,59.0,197.0,NORMAL,2025-10-21T13:37:42.000Z,24.264295189983734,59.36129255647788,350.0,Normal,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
NYTp9GEnqnJRegsnrrBD,24.8,69.0,167.0,OK,2025-11-06T17:03:30.000Z,25.09128630079148,68.95642929941297,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
KWxo52MBm7GsVmR3FIDl,24.4,59.0,128.0,NORMAL,2025-10-21T13:58:26.000Z,24.871815066169106,60.1436734087782,350.0,Normal,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
PQdNtZrxzMZ3fL3xGWMA,26.2,63.0,192.0,OK,2025-11-07T03:34:37.000Z,26.59311277876199,62.79792261386058,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
1UBRpzFUB742tDEAhcGU,24.5,73.0,4095.0,OK,2025-10-25T10:25:22.000Z,24.63202395360058,72.1992635666735,4136.232771997908,Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
DFnvtG1Pr7pnW3mBFJRl,26.1,62.0,186.0,OK,2025-11-07T03:17:49.000Z,26.030865304524788,62.81097987622784,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
Zjf6dyznoiIvRzwyS677,24.0,60.0,122.0,OK,2025-10-21T14:28:46.000Z,24.309325004250056,60.0942623574086,350.0,Normal,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
iz6sxlkogOJqMQ8l2kLm,24.7,67.0,203.0,OK,2025-11-06T16:52:44.000Z,24.22746277423564,66.94350133293081,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
MUblNanhPSFXHnkVRtyq,25.6,67.0,571.0,OK,2025-11-06T16:20:56.000Z,25.29977705217437,65.7905761036973,566.8394663704879,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
VkYUm3hbjKF2RZaJbPzW,21.7,66.0,592.0,OK,2025-10-28T13:27:44.000Z,21.731671517816952,66.86763031852726,581.2127530420134,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
TkgrsL0vKWuNmRHLJebl,26.1,66.0,1173.0,OK,2025-11-06T16:01:20.000Z,26.548571952240017,67.21202885250358,1176.5197057503942,Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
NMc4FKNudpQe2FAHCMYD,21.7,66.0,631.0,OK,2025-10-28T13:28:01.000Z,21.398697342005654,64.87459986245476,629.120729753575,Normal,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
gTwRA9D8XVr8uELVtAxt,24.6,69.0,360.0,OK,2025-11-06T16:30:45.000Z,24.3931967680279,69.05224800126831,353.5854266249448,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
SKNNWWX8tCVj7tvxLqdS,24.2,60.0,566.0,NORMAL,2025-10-21T13:31:55.000Z,24.348626551271447,60.05954685026209,565.1582704863758,Normal,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
uTBQs8LwzxAlcTsRsoC6,25.0,85.0,4095.0,OK,2025-10-23T14:27:55.000Z,25.16521396560412,85.72977654800869,4124.987947269644,Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
dxPgdGvck2NIO3aAQ50z,24.0,61.0,112.0,OK,2025-10-21T14:29:39.000Z,23.6331301448696,61.48802477592452,350.0,Normal,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
9arhPhiTlhvszXpWJLg5,20.9,70.0,4095.0,OK,2025-10-28T08:42:15.000Z,21.193046155803493,68.78578785055763,4136.300249007478,Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
KsrdtoCmTJ6lwuUuU0yY,25.3,92.0,4095.0,OK,2025-10-23T14:27:18.000Z,25.536296843417585,92.21801140161948,4077.432760109634,Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
tct8jM64iPRxc1TnHhKJ,24.4,67.0,727.0,OK,2025-11-07T03:05:24.000Z,24.33011122234127,66.42833462822496,717.9656671507701,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
i4BIFPbDsHMj1ZBYuWnK,25.6,69.0,4095.0,OK,2025-11-06T15:44:25.000Z,25.68442341533633,68.54259461633168,4173.568709581182,Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
nIf0BYZ12BREldwHFspA,26.4,62.0,158.0,OK,2025-11-07T03:46:24.000Z,26.097805347269567,62.88430643933,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
htOMFBlOrfJu20MhNSGF,26.3,62.0,195.0,OK,2025-11-07T03:28:13.000Z,26.66791616135409,60.81024172484401,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
ha7I66866TIqBUEMYtZ4,26.3,62.0,355.0,OK,2025-11-07T03:23:50.000Z,26.373622014580924,62.81526909720041,351.15085959517285,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
nNALsqzb8u29Ag4Qa1TO,26.4,62.0,158.0,OK,2025-11-07T03:42:17.000Z,26.23383871261153,61.92962705863941,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
SDNBWQtCzidXZlGZ9Qo8,23.6,68.0,298.0,OK,2025-11-07T04:13:49.000Z,23.8374073251794,67.97634560894373,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
ZNZDF77d32cIkdhVwsgf,24.7,66.0,138.0,OK,2025-11-06T17:16:31.000Z,24.919243898158523,66.22740156165918,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
gSZkpZYETSxoyXpfl7ug,26.2,62.0,201.0,OK,2025-11-07T03:20:06.000Z,26.27213782804276,62.64553355445685,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
KLvTnRihl7ZFGOlTdyzk,24.0,58.0,123.0,NORMAL,2025-10-21T13:52:21.000Z,24.051399206486025,57.0403544448437,350.0,Normal,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
URRBgLVW86OmNFHZFidR,24.8,69.0,159.0,OK,2025-11-06T17:06:11.000Z,25.16321544948037,67.95086640972042,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
LWW9LIUsydGxLydYtjWk,25.6,65.0,2434.0,OK,2025-11-06T15:47:53.000Z,26.065815953260348,65.45862381946495,2388.5386437650723,Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
Lzl9HGze5Mdv1D4C4y4U,26.2,62.0,185.0,OK,2025-11-07T03:34:59.000Z,26.47751412313238,62.16643122641221,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
PwqpoRYOTdpWWvzEpjTB,24.7,67.0,197.0,OK,2025-11-06T16:52:39.000Z,24.491848294469108,68.21212623223487,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
pyuoglWOxNbUfWrs11rS,26.0,99.0,4095.0,OK,2025-10-23T14:26:46.000Z,25.541202478825728,97.56185386465565,4023.37101141664,Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
qrEgFAmj4CKWnpU0708l,21.8,66.0,606.0,OK,2025-10-28T13:30:53.000Z,21.48300232312681,65.47033770645535,617.9418794986688,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
88ZcPVuDeuWTfuaCgMl0,24.5,68.0,281.0,OK,2025-11-06T16:35:34.000Z,24.532067830544424,67.07804425727024,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
zktyqtOzbIvYqzzXsy0V,25.4,69.0,3362.0,OK,2025-11-06T15:45:04.000Z,24.96996827338465,67.6318205573469,3306.616847019161,Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
wI4uzZbmuf2TAp1UpTjV,24.5,68.0,224.0,OK,2025-11-06T16:42:07.000Z,24.987714044491863,67.17902574457302,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
yN4lovNDz44FBNGCMbf1,25.8,68.0,4095.0,OK,2025-11-06T15:43:42.000Z,25.83345260994368,68.31117684289495,4031.344880503188,Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
HuMj8O1jCmGJGuRxIKTl,24.2,59.0,190.0,NORMAL,2025-10-21T13:38:31.000Z,24.64506173761469,58.02191603280341,350.0,Normal,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
v1P0kzK3qIAgC6R9vPmv,24.0,60.0,175.0,OK,2025-10-21T14:27:47.000Z,24.25176129437137,60.9855937014001,350.0,Normal,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
LQ7LrfFGHvK3N6KGPEVZ,26.1,65.0,1165.0,OK,2025-11-06T16:01:47.000Z,26.066216427918167,66.12348667551994,1150.2272843023522,Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
CWgdfXMEG75GjwAa05FK,24.1,59.0,128.0,NORMAL,2025-10-21T13:48:55.000Z,24.44371229472588,59.31257311387026,350.0,Normal,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
mVRiexhUzlP2bAbQLcTU,27.3,60.0,1671.0,OK,2025-11-06T15:51:56.000Z,27.825257253998323,59.33022686931099,1678.0749401639628,Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
p5rSciH8lL03ne4CuUjy,24.5,59.0,217.0,NORMAL,2025-10-21T13:09:42.000Z,24.10592561461056,59.070329441741634,350.0,Normal,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
3tJOXPbC4cNQTaAZNpvw,26.8,64.0,1438.0,OK,2025-11-06T15:56:11.000Z,26.85792674587386,63.99238616631676,1442.7413583527236,Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
JmVo4kpeF0X0HP6C7utb,26.0,63.0,225.0,OK,2025-11-07T03:13:23.000Z,26.097583769949583,63.48373188809326,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
fKvvXgKeX8lyDq4JojHH,24.0,60.0,123.0,OK,2025-10-21T14:28:51.000Z,24.13013793984977,59.10582401057424,350.0,Normal,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
BRn7S6WRpV5MH7IwmIcj,25.2,64.0,307.0,OK,2025-11-07T03:58:19.000Z,25.31187544741292,64.80835484568426,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
Zw7y1JG00jqUDdFJV5v3,26.5,62.0,139.0,OK,2025-11-07T03:51:17.000Z,26.338534052926057,61.22240912712255,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
CQehQ9MFUe5Z0nzzZxdG,26.1,62.0,295.0,OK,2025-11-07T03:54:43.000Z,25.90570467807328,61.39286255048798,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
YVp4DemYfeCCWCsEC0I2,23.6,68.0,297.0,OK,2025-11-07T04:13:43.000Z,23.201099664485856,67.49646946091481,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
J003U9vJSySU1HOU9NM1,23.6,69.0,253.0,OK,2025-11-07T04:21:16.000Z,23.23243421737872,69.26615361137871,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
kMACUCiYZDgf05JVJKNr,24.2,59.0,304.0,NORMAL,2025-10-21T13:32:39.000Z,24.538595943475272,59.41476648728295,350.0,Normal,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
yTKo2vKpgsehmEX7bQvV,26.5,62.0,150.0,OK,2025-11-07T03:47:22.000Z,26.85683919119094,61.185947802249686,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
0CJMj8VFxa2ychqwXwjz,24.7,69.0,186.0,OK,2025-11-06T16:57:30.000Z,24.572348447941792,68.01787373102295,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
OcNOcS14mNGOerbmYfKU,24.7,65.0,147.0,OK,2025-11-06T17:17:03.000Z,24.54425408410045,66.20936950434924,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
XnDgDkNS3oggEjNld9FH,26.1,62.0,208.0,OK,2025-11-07T03:17:54.000Z,25.876633383121373,62.535927927233686,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
kKNmVObqLfOhuLw95fQc,21.7,66.0,657.0,OK,2025-10-28T13:28:36.000Z,21.33383952942052,64.68430543774285,663.9327389592388,Normal,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
85GprZwemVGdAvN1gHrv,24.6,68.0,192.0,OK,2025-11-06T16:47:31.000Z,24.431107425724612,68.96394839150231,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
YqJKE9iVY0jPFdaIKnyi,24.7,69.0,184.0,OK,2025-11-06T16:55:20.000Z,25.171466417155383,67.9622946902553,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
XFLEA8apTAUVvqKg93hL,26.4,62.0,153.0,OK,2025-11-07T03:52:15.000Z,26.921181404606912,61.98384071125278,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
kb4lQvsT78WX8xluXKoK,24.4,59.0,271.0,NORMAL,2025-10-21T13:07:49.000Z,24.63401554592856,59.48081842235929,350.0,Normal,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
yYZhPGec9BxYr98oVynw,24.2,59.0,208.0,NORMAL,2025-10-21T13:35:59.000Z,23.93544429505344,59.597949928923285,350.0,Normal,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
Mvs78yUdhuWuqyBL08dT,25.5,67.0,707.0,OK,2025-11-06T16:18:15.000Z,25.961294710162598,67.03837581274735,704.8087827276945,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
ShWlyBRPXmakIJHo5smC,24.1,67.0,323.0,OK,2025-11-07T04:05:25.000Z,23.64362096545739,66.39295511952629,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
mX0F86Mt8juwkFuPN3IW,26.2,62.0,194.0,OK,2025-11-07T03:32:32.000Z,25.72037872747064,61.25765323102404,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
Q6iSXeLsacg60xJQNDJD,24.6,65.0,271.0,OK,2025-11-07T04:01:14.000Z,24.438751889032908,64.47846988652297,350.0,Normal,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
lLmKUUaSBl3yXidzHYyD,24.7,67.0,144.0,OK,2025-11-06T17:19:39.000Z,24.54165911637604,68.10613489516543,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
eVIxs3tWamLGZR2YwajH,26.1,63.0,203.0,OK,2025-11-07T03:15:44.000Z,25.87454956818968,61.77078296654668,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
6LXgEBX0VP4vutAAtrvF,24.8,67.0,511.0,OK,2025-11-06T16:27:02.000Z,25.094442551618563,67.40153749246957,509.8331634500421,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
dBUOiCONOeKbsGMdV4qi,28.1,64.0,304.0,OK,2025-10-23T15:14:19.000Z,28.05934279616028,64.72451285876951,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
yYrJjIIZyGcOeaX7JKiX,23.5,69.0,177.0,OK,2025-11-07T04:23:20.000Z,23.54569721576287,70.20349115612412,350.0,Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
UdEut9GENelqI4xAgOBa,26.3,62.0,147.0,OK,2025-11-07T03:40:41.000Z,26.755284159879142,62.539344413207225,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
xCsl7FPc9Gj4Cj1Ot47h,24.6,68.0,454.0,OK,2025-11-06T16:28:19.000Z,24.61943760114071,67.39138950361225,461.9032699797465,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
EWuiIie9BHmaYKphsUsu,24.7,67.0,146.0,OK,2025-11-06T17:14:30.000Z,25.122330933001976,65.87586045719114,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
vosRiRPK3UqJSicEnrl5,24.8,69.0,176.0,OK,2025-11-06T17:02:59.000Z,24.500396900445573,69.01806358817149,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
FzEHe5Xohvl1S4b3JqFX,24.7,68.0,178.0,OK,2025-11-06T17:01:28.000Z,24.820435000094744,67.51605924912522,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
PMVBuiRLbgUhb8gOVhRC,24.7,69.0,176.0,OK,2025-11-06T16:59:46.000Z,24.228948851358595,69.4952842998968,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
BWD3FSSt6AgYsuqznQ3P,25.7,57.0,4095.0,OK,2025-10-23T14:23:42.000Z,25.6062290364927,57.927520538220655,4113.868046378484,Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
mz1rrpon90PZzdgPI6zk,24.5,66.0,1254.0,OK,2025-11-07T03:04:36.000Z,24.848365856149528,66.98972860924763,1230.0438581335432,Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
aReKHQDhlRLeFy99IdmS,24.2,59.0,124.0,NORMAL,2025-10-21T13:56:50.000Z,24.062236787317143,59.70377994705329,350.0,Normal,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
60Z78pFpJiFPNfWPCxlo,26.8,64.0,1491.0,OK,2025-11-06T15:55:38.000Z,26.71329055030708,63.91094392720274,1490.3695991917718,Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
3lXFXQP2KX2O8jfnmBXv,24.2,60.0,140.0,NORMAL,2025-10-21T13:46:21.000Z,24.14086629357529,60.63554880146671,350.0,Normal,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
zCjTlSC6nYVxWV5rLj8I,26.5,62.0,137.0,OK,2025-11-07T03:51:06.000Z,26.545907726810118,62.830662143379314,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
SU0OQkYAgpZYtvIaSEeY,26.1,65.0,1145.0,OK,2025-11-06T16:01:36.000Z,25.80851302974213,64.54440363444965,1134.7279386097096,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
7qJUXsCKB9cBEwxMY0qd,26.2,63.0,179.0,OK,2025-11-07T03:31:44.000Z,26.237799301673125,62.25411312931618,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
MmmxsUHENSyyiKt11i7G,26.9,63.0,1501.0,OK,2025-11-06T15:55:05.000Z,26.62540103566796,64.25407287730293,1476.7366074435731,Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
OXJYzeT2xUrZEnqGotWs,24.2,59.0,137.0,NORMAL,2025-10-21T13:46:42.000Z,24.106239717587272,59.39752682686562,350.0,Normal,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
uDDTHRy05Tanx59eKADA,26.2,62.0,158.0,OK,2025-11-07T03:37:58.000Z,26.7125683525959,63.19198788235362,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
U5t1fI8Tk5fVg9qTwHqz,24.0,67.0,328.0,OK,2025-11-07T04:06:03.000Z,24.29394332682693,66.9195072562533,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
y4YLH5RYsltdB2bl1ssa,24.6,69.0,393.0,OK,2025-11-06T16:30:07.000Z,24.780086717145814,69.5226900521296,391.8019698463441,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
2sFhVAGFvd7qI4peoGLN,23.7,68.0,276.0,OK,2025-11-07T04:12:30.000Z,23.265450236821074,68.15364216618936,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
wnjek2OI4R9fx4m9fJmJ,26.5,62.0,149.0,OK,2025-11-07T03:48:52.000Z,26.52904376749762,62.78571376734817,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
Q2rb0jquYxKMH4mN4SwF,27.7,65.0,427.0,OK,2025-10-23T15:13:35.000Z,27.38849312254445,65.26071053161682,427.07968294562966,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
cNWkHFavDOH1jLxNJlTK,26.3,62.0,189.0,OK,2025-11-07T03:29:49.000Z,26.73477601325448,62.04746914471964,350.0,Almost Rotten,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
Zc8I5xtR2iy6u2pOQ06o,24.2,59.0,192.0,NORMAL,2025-10-21T13:37:58.000Z,24.12426954870769,58.77957161913663,350.0,Normal,maize-storage-rules-v1,2025-11-07T08:01:49.411779Z,True
